昵称,性别,时间,点赞,评论,IP属地,二级评论条数,等级,uid,rpid
真是磨人的老妖怪,男,2024-05-12 11:45:27 北京时间,1,"有人说人口少了普通人就能过的好了，开什么玩笑呢？,没有庞大的人口基数，拿什么支撑全面的产业链？,没有全面的产业链，普通人买根针都要花现在十倍数十倍的费用。,不要觉得白菜价只是突破了技术，大量生产才是白菜价根本的原因。",山东,4,6,401614493,221120168832
就像樱花抄a,保密,2024-05-12 11:21:56 北京时间,1,我回去多看点观察者，比如董佳宁他发的视频，这个信心一下就提振了，关注点一下就转移了，董佳宁不行，我还可以看点王骁的，沈逸的，这帮人的视频连着七八个刷下来，我一下就觉得未来充满了希望：最迟明天晚上咱就统一了全宇宙,广东,0,6,99798607,221116569984
招Q招,保密,2024-05-12 10:51:34 北京时间,1,说和房价没太大关系，我觉得这UP脑子多少有点问题,广东,0,5,8389687,221112011392
JP_ToKyo,保密,2024-05-12 09:31:45 北京时间,1,"有錢人一個人能擁有幾十間房子......23333,是他建的嗎.,..不是...只是他擁有....",中国香港,0,6,566823,221098890352
浮云生梦焉,女,2024-05-12 08:20:27 北京时间,1,自从中国进入近代以后小农经济就维持不下去了，新中国以后这个进程，也就是城市化加快，和改革开放没有必然联系，何必故意吹捧呢,山西,0,6,500243243,221089001344
AO晓龙OA,保密,2024-05-12 02:01:17 北京时间,1,首先更正，不存在未富先老。因为有些人已经富了，问题是社会财富不均衡。人口与所需劳动力的关系国家是控制的。新中国成立时人口四万万五千万，没有什么农机，器械，生产力主要靠人力，所以国家鼓励生育。八十年代后机械已经成为生产力的绝对主力，所以计划生育开始了。现在，更先进的机械，，，，所以国家认为有更多的人口压缩空间。可能目标大约是3--4亿？,河南,0,5,393176116,221034431600
时代产物zero,女,2024-05-11 13:19:09 北京时间,1,我初中生物老师告诉我，繁衍是生物的本性，但如果某种群判断当下环境不适宜生存，便会停止繁衍。,重庆,0,6,28133865,220965847664
琴江有汜,保密,2024-05-11 05:37:22 北京时间,1,亏本生意没人做的,江西,0,6,18649134,220899639760
U2,保密,2024-05-10 18:55:59 北京时间,1,其实UP还少说了一点，现在离婚率年年新高，造成了无数的单亲家庭，养育困难不说，这些孩子现在都长大到成家年纪了（我就是单亲家庭），童年的阴影，加成长的坎坷，和当今社会离婚的主流趋势，这么一综合…恩哼…也就唯一解了,辽宁,0,6,10617,220847053664
账号已注销,保密,2024-05-10 13:26:49 北京时间,1,因为以前是多一个劳动力就多一份收入 现在是多一个孩子就是多一大笔支出,广东,0,0,59852001,220803200272
魔禮夀,保密,2024-05-10 10:28:55 北京时间,1,爱生不生，没人求着。看看河南安徽广东广西，家里都是一窝一窝的，我周围的亲戚朋友几乎都是两个孩子,辽宁,1,5,20053747,220775667920
动力不足了,保密,2024-05-10 10:18:20 北京时间,1,最主要的问题是，你生育出来的孩子，只有百分之90多能活到正常大学毕业，而这期间的支出非常恐怖。其次大学毕业了，百分之98的孩子是完全不能依靠自己的收入独立生存的。这些孩子是需要父母的资助才能生活，更别提结婚了。,浙江,0,5,323185513,220774116592
洛德Crazy,男,2024-05-10 07:52:15 北京时间,1,人才市场僧多粥少现象，就是在告诉年轻人，人多的是，人力廉价不值一提,湖北,0,5,35290200,220755211392
G1,男,2024-05-10 03:04:47 北京时间,1,没钱，不生。累，我要休息。,上海,0,5,19703,220718155952
再度宣誓守护你,保密,2024-05-10 02:17:17 北京时间,1,人口是国家发展的基础，不愿意生的原因应该是太苦了吧。,四川,0,5,256093749,220712694160
即使仰望也坚信,男,2024-05-10 02:17:06 北京时间,1,好好好,湖南,0,4,3493078826486520,220712686752
可可西里的鹰sky,保密,2024-05-10 02:10:34 北京时间,1,别的地方不知道，但是贵州生孩子的大多都是没上大学早早上班的那批人，有过得好的也过得不好一地鸡毛的，我发90后，初中毕业，结婚生了三个孩子，现在都离婚好几年了，我老家那边的孩子现在过得和我们小时候也大差不差，越穷越生,北京,0,4,368834453,220712087616
陌尛樹,保密,2024-05-10 01:09:57 北京时间,1,河南省被定义为农业大省，努力成为国家粮仓之一。经济发展不能像开发区和沿海城市那样。收入上不去。人口基数又大，生又不敢生。感觉挺悲哀的。,河南,0,5,180859096,220705825088
延边老棒槌,男,2024-05-10 00:35:13 北京时间,1,说简单点，就是投资与回报相差太多。相差小一点还能用感情孝道伦理这些来忽悠，当人们发现亏得太多了，哪一套忽悠方法都不好使了,重庆,0,5,289229375,220702527840
2061au,保密,2024-05-10 00:03:55 北京时间,1,目前国内有两类人，不论实际上成就如何，但一定是有大智慧的，一类是没有在早两年高位接盘房子的人，一类是2010-2015年左右结婚，但没有被裹挟，抗住各种舆论压力，至今丁克的人，如果两者全占，我真心建议可以考虑从事金融相关行业，这种高瞻远瞩运筹帷幄的能力，不是人人都有的。,江苏,3,5,167549361,220700171904
月華i,男,2024-05-08 20:21:08 北京时间,1,8090就是白银，卡在那里了🤣👉,广东,0,5,518826540,220542009040
林潼,男,2024-05-08 02:32:14 北京时间,1,怎么说呢，说了一堆， 论点部分只有分析没有理论也没有数据,江苏,0,6,22622161,220416859056
sonicwt,保密,2024-05-07 17:02:07 北京时间,1,先解决结婚彩礼高，离婚随便分走一半甚至全部加上女方出轨，男方一样要分一半的问题吧。,安徽,2,5,597837,220386530240
星海猎人的每一天,保密,2024-05-07 08:28:26 北京时间,1,爷爷奶奶那一辈给口饭吃就敢生孩子了，现在把一辈子搭进去都养不起一个龟儿子[doge]还有离婚，这那的风险,湖北,0,5,436484022,220312365328
Markus____,保密,2024-05-07 04:56:15 北京时间,1,标题的底层是什么意思  已经区分三六九等了？,河北,0,5,222522995,220289257552
可惜风太温柔io,男,2024-05-06 23:40:24 北京时间,1,现在在问道搬砖，就只玩着五个号，是我不想再起一队吗？不是，我想着等号毕业一点自己借的钱还完了没压力了再开一队,河北,0,6,76987940,220256814304
shoedogL,保密,2024-05-06 22:42:58 北京时间,1,单身越久，越难脱单，习惯了单身，真的难改[嫌弃],广东,0,5,1020925827,220253980016
若葉ヤナギ,女,2024-05-06 17:31:58 北京时间,1,网上到处都是不娶不嫁不生的，具体到我身边就我一个还没嫁的我就没当回事 我妈快愁死了。,河南,1,6,16637336,220244321696
人菜脸还黑,保密,2024-05-06 15:47:59 北京时间,1,我连自己都过不好，还指望我去结婚生子？一周6天班，工资5-6000，节假日全是调休，拿头结婚？,广东,0,6,65218047,220232470352
渣渣灬彭,保密,2024-05-06 15:12:03 北京时间,1,自己过不好就算了，你说你生个仇人干什么？,广东,0,5,453636884,220226899424
正直小霸王,保密,2024-05-06 13:19:02 北京时间,1,呵呵，从招聘就可以看出来，，人家根本不需要这么多人，所以我不想让我的后代再这么内卷下去,山东,0,5,581560170,220208357856
我不是民哥,男,2024-05-06 10:25:22 北京时间,1,学新闻学的,广西,0,5,38708119,220182232544
Green_tee,保密,2024-05-06 10:17:41 北京时间,1,人口少了还不好？,四川,0,5,1602361447,220181177184
不会说大象话,保密,2024-05-06 08:05:36 北京时间,1,特此声明。本人在首页刷到本视频，无意间点击，未进行观看。,广西,0,6,7919295,220165344352
幸福快乐的中国人民,保密,2024-05-06 03:15:32 北京时间,1,咋还生这么多[笑哭],黑龙江,0,6,177806858,220131618784
风岭的虎崽子,女,2024-05-06 02:39:59 北京时间,1,今年26了，但是完全没有结婚的念头，家里催得紧，直接打哈哈，主打一个敷衍,广西,0,5,326782794,220127845200
只有我不在的现实,女,2024-05-05 14:46:50 北京时间,1,"时代决定的,韩国和日本早进入这一时期了,一个国家进入了全民知识化,新一代已经开始新的社会认知.",北京,0,5,589196284,220077324672
鸡安以养的鹅,保密,2024-05-05 11:13:54 北京时间,1,看了十分钟的航拍素材视频,中国香港,1,5,1974780105,220043748448
拾起那片森林,女,2024-05-05 09:32:02 北京时间,1,网上都说不婚不生，现实中过节都结婚生子办酒席的，到了年纪都陆续办事了好吧,广东,3,5,410087341,220028088064
妖惊,保密,2024-05-05 09:21:03 北京时间,1,感觉这些调查不太靠谱，提到正增长的大部分地区都是经济比较好的地方，年轻人都外出工作，很多结婚生子的都在该工作地区，哪有人生孩子会特意回老家生的？所以也导致经济一般的地方剩下的都是老人，从而产生了生育率这种假象，经济好的地方正增长，经济一般的地方负增长,广东,0,5,21237976,220026560896
账号已注销,保密,2024-05-05 09:14:36 北京时间,1,不要危言耸听了，富人都会多生的。,黑龙江,0,0,3494360620468967,220025565328
bili-揽风挽你,男,2024-05-05 09:13:43 北京时间,1,先说正常多数人的情况，家里条件好一点的给你买个房或者是付个首付，然后配一辆车，但是多数人是达不到这个要求的，房子车子少说一点就光首付和车子就要五十万了，现在人平均工资在 7000多左右，还要考虑吃穿住行的问题一个月能存下多少，就算是经济上没有问题了，就现在这个快餐式的爱情下，谁敢保证或者谁能保证你不是下一个胖猫，女人的要求越来越高，现在已经不是单纯的要求你经济上达到他的要求，其他上达不到要求的人家也是不考虑，tm的我之前谈个恋爱两个月花了两万块，真心谈不起,江苏,2,5,447329755,220025470176
JoeyNoZc,保密,2024-05-05 07:47:27 北京时间,1,这年头还在用“人口红利”这个词的人，非傻即坏,广东,0,6,141211793,220013896624
SensoryTraveller,保密,2024-05-05 07:29:23 北京时间,1,我就职的外企其实国内业务完全不赚钱（对体量而言个位数的利润简直白忙活），但CEO是怎么说的？不可能放弃国内市场，不然给华尔街的股东们看什么？难道说公司放弃了14亿人口的市场吗？我一下醍醐灌顶，对啊，对于国家肯定希望生育率高人口多，多么有吸引力的市场和欣欣向荣的未来。我们就像一个血小板对于一个人，血小板对人体重要吗？太重要了。可是一个血小板重要吗？那是个P。好在血小板没有意识，我们有，做什么有利于个体做什么不利于个体自己得好好想想，没有绝对的对错。现实是大多数适婚适育年龄群体不再接受本来的公式化人生什么三十而立了，有这句话的时候真是村里还没通网的年代了,上海,0,5,125123486,220011492304
举举举举举举个栗子,男,2024-05-05 06:57:28 北京时间,1,90后一个，毕业出来工作九年了，前面存款从负债到十几万，接着谈了个对象几年间吃喝玩乐存款不增反降，最后还是选择回到一个人潇洒自在。就算现在换了车，和父母合资盖了房子，存款也比两个人的时候多得多。感觉往后的人生一个人就够了，足够赡养父母，也足够让自己过上想要的生活，别说生孩子了，结婚都不想结,四川,1,6,4586448,220007176224
工程造价钟毅,男,2024-05-05 03:52:47 北京时间,1,我是80后的异类：不婚、无子女、断亲。,辽宁,0,4,330219773,219979044624
忘露泉水,保密,2024-05-05 03:31:39 北京时间,1,这都什么逻辑...还有这么多点赞的，真搞不懂。国外鼓吹中国人口红利消失，所以中国就衰弱了，本来就是假命题。UP用死亡率和生育率对比就是忽悠人的。什么为什么中年人对比不愿意生孩子，跟生不生没什么关系？,海南,0,5,112328817,219975696288
糖果铺爆炒冰糖,男,2024-05-04 20:11:11 北京时间,1,穷人家养小孩的话千万别让孩子读书，不然容易出“白眼狼”[doge],广西,0,6,19009887,219944412016
冥王一红翼,男,2024-05-04 17:12:12 北京时间,1,挣钱少，房价高，看病贵，上学卷，买车摇号，女的要钱要房要车要一米八……,北京,0,3,491132865,219933525648
绝望の悲戚,保密,2024-05-04 14:13:31 北京时间,1,"年轻人工作都累死了，赚不到什么钱还没有什么休息时间，而且喜欢的人也不一定能遇到（遇到了也不一定喜欢你），不是年轻人恐婚，而是现实条件不允许，一个人活着已经很累了（不要老扯老一代什么初中就结婚了，没房没车照样娶个老婆，你让老一辈的从头体验现在时代他们也不会想结婚了）。,说起结婚，本来就是两个人相爱才领证，勉强过日子的一旦经济上出现困窘或者一方抽不出空余时间陪伴，基本上都是出轨或者离婚居多，而结婚生子本来就是很现实很需要经济支撑的一件事，有钱人巴不得娶多几个老婆生多几个小孩，而普通人还在为下个月的工资苦苦挣扎。,눈_눈",广东,0,5,12196141,219905930784
56003365,保密,2024-05-04 12:47:09 北京时间,1,玩了好几款经营类游戏，都有一个共同点，幸福度低，人口就不会成长[吃瓜],四川,0,5,8386889,219891608560
KFC的顾今安,保密,2024-05-04 12:36:00 北京时间,1,有钱人就不能多生点吗？,浙江,0,6,25282605,219889715040
恋心冰,保密,2024-05-04 12:31:45 北京时间,1,我二胎还没生 光产检就快1W了,宁夏,0,5,170624756,219889008528
千影君x,保密,2024-05-04 09:51:32 北京时间,1,3：03这预测线真的笑死,浙江,0,6,522832404,219862528320
大树招蚊,男,2024-05-04 07:20:28 北京时间,1,一罐奶粉400，一包纸尿布 80-120. 一包纸尿布大概用半个月，一罐奶粉20天不到，你养得起吗，3000块工资你拿什么养！,广西,0,5,10949300,219841579744
庸自扰1985,保密,2024-05-04 06:15:50 北京时间,1,网上一大堆20岁左右女号抵制婚育，年龄都差不多，头像都挺漂亮，谁敢说结婚生孩子就一通攻击。很难不让人浮想联翩，是一伙有组织的行为，集中在一些社交app里。,黑龙江,1,6,348745665,219833014576
清纯大米,保密,2024-05-04 03:01:12 北京时间,1,要增加人口简单的很，放开东南亚女性移民，生两个孩子直接发国籍。,上海,1,6,48767674,219804564656
超威蓝猫炮,保密,2024-05-04 02:21:29 北京时间,1,观最近的相亲节目，嘉宾们喊出择偶标准是一定要孝顺父母，要善良，然后转头就要38.8万彩礼的时候，确实品出了一种小农思想与现代生产方式的深深矛盾[吃瓜],广东,0,6,3234804,219799410192
sjh代号,男,2024-05-04 00:41:22 北京时间,1,实际上只要不是每家都生两个，呢人口肯定是负增长的,山东,0,6,36190715,219788546176
账号已注销,保密,2024-05-03 22:56:08 北京时间,1,"我有车有房，只要我不结婚，世界就会多一位剩女。,我对自己的未来都不抱希望，何必让我孩子来受罪。",四川,0,0,3550248,219781912816
多读毛选少看视频,保密,2024-05-03 17:49:52 北京时间,1,看到父母整天那个鸟样，就知道结婚后生活会有多糟糕，生活的苦难，多少是找了对象导致的？[嗑瓜子],福建,0,6,87998427,219770457184
丿boom咫尺,保密,2024-05-03 17:12:11 北京时间,1,小农经济产出由土地提供，上交赋税后剩余价值全部归个人家庭，人越多，家族财富积累越多，极少成多，家族经济社会地位逐渐积累上升；而现代社会极大部分个人经济产出是由与雇佣者交换得来的，其创造的价值经雇佣者剥削，而国家赋税是由消费及个人所得组成，上交税赋会二次剥削，剩余价值在通货膨胀影响下难以积累，家庭人口增长并不会带来更多财富积累及社会地位上升，生育所带来的正向价值越来越小，，则生育欲望越来越低且不可逆,湖北,0,4,260265600,219767040736
吃藕吃藕吃藕,男,2024-05-03 11:23:59 北京时间,1,工资够生活，但不够买房，又要买房，现在女的又那么逆天，这就是我不结婚的原因。有钱人会生的,江苏,0,6,36997791,219712581008
多方通行_,保密,2024-05-03 09:12:16 北京时间,1,老一辈的观念总要被打破的，只是时间问题,江苏,0,6,260238015,219691905680
綺麗な夢,保密,2024-05-03 05:58:16 北京时间,1,相信后人智慧，借鉴前人经验,浙江,0,6,4072847,219666923664
丁仪_-,保密,2024-05-03 05:25:03 北京时间,1,在农村最底层反而喜欢生，因为养小孩成本低，包赚不配,广东,1,6,351456955,219662340976
最喜欢的一集捏,保密,2024-05-03 05:22:29 北京时间,1,缓生，待生，科学生,江西,0,5,489323574,219661959728
滢泷迷雾,保密,2024-05-03 05:21:07 北京时间,1,我希望我能多活几百年，在我看到世道变的我喜欢了 我或许会认真的生活，结婚生子。 否则还是再熬两年看看,北京,0,5,394508619,219661768608
bililliiiiiill,保密,2024-05-03 04:11:59 北京时间,1,小县城光上个大学就花了30w,山东,0,4,700146063,219651094128
我巨山超力霸不服,男,2024-05-03 03:11:44 北京时间,1,孝顺中孝和顺是分开的，孝肯定是对的，但问题就出在顺上面，顺的意思就是父母对儿女的绝对统治,湖南,1,6,69208229,219642603168
来自阴影的恐惧,保密,2024-05-03 02:10:05 北京时间,1,早恋哈，上大学再谈恋爱哈。我都一个人过了19年了，还要花钱供女的开心。自己吃的扣扣索索带女的吃好的，女的还嫌弃。,湖北,0,6,3443088,219635127824
你是小鱼儿嘛,保密,2024-04-30 09:28:47 北京时间,1,现在这个时代没能力不要生孩子害人,广东,0,4,1441223694,219221561312
暧风风,男,2024-04-30 08:51:59 北京时间,1,一个比游戏又肝又氪，这就是我脱坑dnf的原因，不但脱坑还毁号了[墨镜],上海,0,6,113907896,219216690560
小魔女派莓,男,2024-04-29 16:34:31 北京时间,1,？真有这么复杂吗？我只是觉得找女朋友生孩子很麻烦所以一直不想找，毕竟想想就知道嘛，一种是下班回家就可以打游戏，一种是下班回来还得照顾孩子然后睡觉第二天接着上班反复到放假，肯定是第一种简单啊,福建,1,6,281150281,219136368576
很好好的人,男,2024-04-29 16:28:57 北京时间,1,虽然主流媒体不报道，但是我知道房价降了超级多，嘿嘿，与其说我们成功了，不如说大家真的买不起了,江苏,0,6,222271619,219135585616
西湖裸双,保密,2024-04-29 13:04:24 北京时间,1,肯定是因为房价物价不够高，足够高的话自己一辈子都买不起，但是多生孩子三四十年后和孩子一起打工人多力量大就能买得起了[脱单doge],广西,0,6,39807643,219105415296
叔叔很猛,保密,2024-04-29 09:51:09 北京时间,1,"人口降低随着国家发展，科技进步，在一段时间内是必然的。,伴随生产力提高，用不了那么多人，也是必然的。,随着社会和思想进步，传统：传宗接代，多个孩子多份劳力的思维方式也必将绝迹。,年轻人读书越多，越理性，越注重自身和自己的生活品质。,基本都是：如果连自己都照顾不好，必定不会生孩子，让孩子在这个世界上受苦。",陕西,4,6,19389444,219077065648
盛厦的风,保密,2024-04-29 05:03:55 北京时间,1,人口老龄化的坏处多了去了，视频完全没有提及真是恐怖。,广东,0,5,163102844,219044239120
女王刃下心,保密,2024-04-29 04:21:46 北京时间,1,公司招了十几个零零后的实习生，2个基佬3个百合，这生育率可不也得降降[doge],浙江,0,5,18400689,219037914592
游走的菜刀,保密,2024-04-29 03:01:47 北京时间,1,北京和上海人口增长，取消外来人口还剩多少。 我不信取消外地去的，还能增长,甘肃,0,4,1012121226,219027893888
永恒猫奴,保密,2024-04-29 02:34:09 北京时间,1,年轻人虽然不愿意生，但是可以督促老人去生，这样就好了,浙江,1,5,52851604,219024892944
罔顾事实掩耳盗铃,女,2024-04-28 12:30:48 北京时间,1,抱歉江苏丢脸了，我也不准备要孩子[藏狐],江苏,0,6,234352493,218954836464
阮的糖有点硬,保密,2024-04-27 14:32:06 北京时间,1,房价和生活成本绝对是原因之一和二，而且占主导地位，不是你简单的拿日本的房价涨跌来对比的，而是在收入，生活成本之外，房价对于我们的承受范围。我收入3000，房价5000甚至6000，我收入6000，房价12000甚至更贵，您认为这是我们普通人能承受的？如果我们收入3000，房价1500甚至更低，你试试看？再一个，房价房子又和教育·挂钩，环环相扣，再一个医疗压力，真的受不了，小县城，收入4000多都入不敷出，根本无法顾及父母，还仅仅只是温饱而已,广西,0,5,209616603,218821637728
乔豆麻袋哦,保密,2024-04-27 13:50:19 北京时间,1,我不说一线城市了，我这四线城市，平均工资才3k到4k，像我自己个人缴纳社保的，一个月1600多耶，伴侣和我一样的话，两个人一个月就3200，万一我们又要还房贷车贷怎么办？找个公务员当伴侣咯，啃老咯。真的，下一代不比上一代赚的多的话，这家族一直都是那样，年轻时赚钱给孩子花，老了存款 退休金给孩子的孩子花，剩下那些钱，不是退休金一个月1、2w的，墓地都不知道能不能买得起,广东,0,6,16604987,218814559648
饭桶教皇吃小孩,保密,2024-04-27 11:59:03 北京时间,1,我一个暑假的课外班就五万多啊，可是我妈一个月才多少……,天津,0,5,1910481257,218797778512
哼奴才,保密,2024-04-27 07:52:11 北京时间,1,古代是佃农经济，佃农最大的愿望是通过努力拥有一块自己的耕地。现在依然是佃农经济，只是耕地变成了商品房。,湖南,0,5,169103143,218763291040
古明地觉恋,男,2024-04-26 14:05:27 北京时间,1,"所以还是那句话，中国人太多了，根本没人着急，更不会觉得人口负增长是问题，以目前的生育率，我国人口就算再过几百年也依然有几千万，完全够用，哪怕只剩1千万也完全足够支撑起所有产业，而且依然存在很高的失业率。,所以大家都在谈论人口但官方却从未提起过，就是因为这根本就不算问题，等啥时候全国人口降到1亿以下再考虑也完全不迟[吃瓜]",河北,0,6,323507,218660357248
新汤匙子,保密,2024-04-26 08:45:17 北京时间,1,要那么多人干神马呢，未来都是智能化机械化，那么多人去哪里找工作？这本来就是发展趋势，人越少资源越多，才能真正富裕！整30亿人口，土地面积不变，难道不是更内卷么！,北京,0,5,1633150597,218612351616
人渣诚灬,男,2024-04-26 06:14:15 北京时间,1,养儿防老？我交社保是干嘛的[doge],广东,2,6,62505714,218595938112
冒菜泽栋,保密,2024-04-26 05:28:04 北京时间,1,为什么我发评论秒删啊,山西,1,4,3493259831675500,218590733328
坠落风,保密,2024-04-26 02:50:29 北京时间,1,生活艰难就会出现少生，无忧无虑就会拼命生,中国香港,0,6,49278,218569690896
青铜之王者,保密,2024-04-25 15:08:17 北京时间,1,首页通知书！[打call][打call][打call][打call][打call][打call],江苏,0,6,478367151,218521323712
Magic-浅梦,男,2024-04-25 13:43:49 北京时间,1,好，很好,安徽,0,6,438088744,218507998576
永远喜欢吃西瓜,保密,2024-04-25 13:22:11 北京时间,1,昨天遇到个老大爷说我该成家了😂，我也没说不成，我说我还想耍几年，然后他说，再不成家，你就对不起社会了[笑哭][笑哭][笑哭]，我能说啥，我只能调侃一下我罪名这么大吗,四川,0,6,14552666,218504873664
房间里有蜘蛛,保密,2024-04-25 13:21:03 北京时间,1,一个礼拜就休一天，生鸡毛生，谈恋爱都嫌累，下班周末假期本来就少还要约会逛街想想就不是人过的日子,上海,0,5,163391269,218504775568
最始幻想,男,2024-04-25 09:15:36 北京时间,1,网络鸡汤毒害好多人的三观，我们爸妈经常说我们以前怎么怎么就结婚，你们现在怎么怎么那么难结婚,广东,0,6,2409251,218469734496
浩龙鬼羽,男,2024-04-25 08:21:35 北京时间,1,哎呀，慢生调生嘛，我只是把生育时间调动了一下而已，至于调动的啥玩意儿我忘了,广东,0,6,387712334,218463613888
最爱吃兽奶01,保密,2024-04-25 08:12:06 北京时间,1,前面讲的很好，但后面房价那里不能认同。房子也算你在城市生儿育女的成本啊，这个应该算到成本中！,北京,0,5,546117630,218462398480
最爱吃兽奶01,保密,2024-04-25 08:00:50 北京时间,1,房价,北京,1,5,546117630,218461309840
虎囫拳,保密,2024-04-25 07:53:39 北京时间,1,一定都是美国干的,河南,0,6,359133938,218460643376
一刹的花火_,男,2024-04-25 06:18:13 北京时间,1,@砸核桃的小脑袋 这下听懂了,湖北,0,6,288196242,218450365568
加您呐,保密,2024-04-25 06:09:40 北京时间,1,当自己的工作都朝不保夕时，谁还敢结婚生子？,广东,0,2,3494375166314525,218449634064
薇奈特可爱,男,2024-04-25 04:54:26 北京时间,1,@光子fx,日本,1,6,21189425,218440442800
沐小白的木小白,男,2024-04-25 01:07:55 北京时间,1,35岁之前月收入能达到5W就生，达不到就不生[OK]，反正三代贫农,江苏,0,6,7110816,218413384352
ツ七七ツ,女,2024-04-24 15:29:55 北京时间,1,有人急了，那我就不急了[doge],重庆,0,5,399461523,218378940640
FQ小石星,保密,2024-04-24 14:06:45 北京时间,1,"孝顺不是因果吗？不是契约吗？怎么就成了绑架年轻人呢？,父母进了扶养义务，才有权利要求赡养义务。,人最弱势的时期是童年和老年，不是因为没有资源，而是因为没有自理能力。就必须别人相互帮助，所以，人是最重要的。",北京,2,6,34326611,218365434128
亚历克师,保密,2024-04-24 13:55:11 北京时间,1,我说不出高大上的内容也不会做分析，但是我个人感觉就是累，觉得生了孩子没有精力对她负责没有金钱给她好的生活,湖北,0,6,14024262,218363635952
一觉起来就成版本T0了,保密,2024-04-24 12:02:17 北京时间,1,[来古-注意],山东,0,4,497060884,218346969920
婺源塔爹,保密,2024-04-24 07:32:00 北京时间,1,房产、资金、社会信息资源都集中40岁以上的老人身上，让他们去生就好了。,江西,0,5,180478495,218310828272
